id,label
1009,0
1010,3
1011,8
1012,2
1013,2
1014,2
1015,7
1016,2
1017,6
1018,3
1019,9
1020,1
1021,2
1022,1
1023,4
1024,4
1025,4
1026,6
1027,8
1028,9
1029,1
1030,1
1031,1
1032,4
1033,0
1034,2
1035,7
1036,5
1037,3
1038,2
1039,2
1040,8
1041,1
1042,6
1043,1
1044,5
1045,4
1046,0
1047,6
1048,2
1049,3
1050,7
1051,0
1052,3
1053,2
1054,5
1055,1
1056,8
1057,8
1058,0
1059,9
1060,2
1061,2
1062,3
1063,3
1064,4
1065,1
1066,7
1067,0
1068,1
1069,2
1070,4
1071,9
1072,1
1073,7
1074,2
1075,3
1076,9
1077,0
1078,5
1079,8
1080,7
1081,3
1082,9
1083,7
1084,2
1085,9
1086,2
1087,6
1088,0
1089,5
1090,0
1091,4
1092,9
1093,2
1094,0
1095,1
1096,1
1097,8
1098,7
1099,3
1100,4
1101,6
1102,3
1103,0
1104,8
1105,3
1106,7
1107,2
1108,4
1109,2
1110,7
1111,1
1112,1
1113,4
1114,9
1115,7
1116,1
1117,8
1118,6
1119,2
1120,9
1121,7
1122,7
1123,6
1124,9
1125,2
1126,6
1127,8
1128,3
1129,6
1130,3
1131,0
1132,1
1133,1
1134,0
1135,0
1136,1
1137,2
1138,8
1139,3
1140,2
1141,4
1142,6
1143,3
1144,2
1145,5
1146,3
1147,5
1148,2
1149,4
1150,4
1151,0
1152,5
1153,0
1154,1
1155,7
1156,6
1157,3
1158,4
1159,3
1160,0
1161,4
1162,9
1163,3
1164,7
1165,8
1166,0
1167,6
1168,6
1169,7
1170,6
1171,9
1172,2
1173,4
1174,9
1175,5
1176,6
1177,0
1178,3
1179,8
1180,0
1181,5
1182,1
1183,3
1184,4
1185,1
1186,2
1187,3
1188,6
1189,8
1190,0
1191,3
1192,8
1193,2
1194,1
1195,4
1196,7
1197,0
1198,0
1199,8
1200,7
1201,8
1202,7
1203,8
1204,2
1205,6
1206,9
1207,0
1208,6
1209,8
1210,8
1211,0
1212,2
1213,5
1214,7
1215,2
1216,9
1217,1
1218,9
1219,7
1220,8
1221,2
1222,3
1223,8
1224,3
1225,7
1226,8
1227,2
1228,7
1229,3
1230,0
1231,7
1232,8
1233,2
1234,4
1235,1
1236,0
1237,0
1238,4
1239,4
1240,6
1241,3
1242,2
1243,6
1244,1
1245,3
1246,8
1247,8
1248,3
1249,7
1250,8
1251,8
1252,9
1253,0
1254,9
1255,5
1256,4
1257,5
1258,6
1259,4
1260,7
1261,6
1262,8
1263,9
1264,7
1265,8
1266,1
1267,8
1268,1
1269,1
1270,4
1271,8
1272,6
1273,7
1274,9
1275,0
1276,0
1277,7
1278,8
1279,4
1280,2
1281,2
1282,0
1283,5
1284,1
1285,6
1286,8
1287,4
1288,1
1289,7
1290,0
1291,1
1292,6
1293,1
1294,7
1295,2
1296,6
1297,3
1298,7
1299,2
1300,0
1301,2
1302,6
1303,0
1304,2
1305,5
1306,2
1307,1
1308,9
1309,6
1310,4
1311,3
1312,9
1313,8
1314,9
1315,7
1316,2
1317,5
1318,7
1319,3
1320,3
1321,0
1322,1
1323,8
1324,7
1325,5
1326,9
1327,1
1328,9
1329,4
1330,2
1331,9
1332,4
1333,1
1334,0
1335,7
1336,1
1337,6
1338,1
1339,3
1340,0
1341,1
1342,8
1343,2
1344,3
1345,5
1346,5
1347,7
1348,8
1349,4
1350,9
1351,5
1352,8
1353,0
1354,7
1355,1
1356,2
1357,6
1358,1
1359,7
1360,9
1361,3
1362,2
1363,2
1364,8
1365,7
1366,8
1367,3
1368,3
1369,0
1370,9
1371,8
1372,5
1373,6
1374,9
1375,3
1376,9
1377,3
1378,9
1379,0
1380,2
1381,6
1382,5
1383,8
1384,8
1385,5
1386,6
1387,1
1388,3
1389,4
1390,1
1391,0
1392,3
1393,3
1394,3
1395,3
1396,0
1397,4
1398,3
1399,0
1400,8
1401,5
1402,3
1403,2
1404,7
1405,4
1406,0
1407,3
1408,9
1409,0
1410,0
1411,9
1412,3
1413,6
1414,9
1415,0
1416,9
1417,9
1418,4
1419,9
1420,9
1421,4
1422,2
1423,5
1424,1
1425,1
1426,1
1427,9
1428,2
1429,1
1430,9
1431,3
1432,3
1433,6
1434,6
1435,0
1436,0
1437,5
1438,7
1439,3
1440,3
1441,3
1442,3
1443,7
1444,7
1445,4
1446,4
1447,6
1448,2
1449,6
1450,5
1451,3
1452,5
1453,3
1454,3
1455,6
1456,7
1457,0
1458,8
1459,5
1460,9
1461,2
1462,9
1463,0
1464,5
1465,5
1466,0
1467,6
1468,2
1469,5
1470,6
1471,0
1472,5
1473,5
1474,7
1475,5
1476,3
1477,7
1478,2
1479,3
1480,4
1481,2
1482,0
1483,0
1484,3
1485,8
1486,0
1487,8
1488,7
1489,8
1490,1
1491,2
1492,6
1493,2
1494,6
1495,0
1496,9
1497,5
1498,1
1499,8
1500,9
1501,6
1502,8
1503,5
1504,5
1505,2
1506,8
1507,7
1508,3
1509,6
1510,5
1511,1
1512,5
1513,6
1514,1
1515,6
1516,4
1517,1
1518,4
1519,3
1520,1
1521,4
1522,2
1523,5
1524,5
1525,4
1526,2
1527,6
1528,5
1529,6
1530,6
1531,4
1532,1
1533,4
1534,9
1535,1
1536,1
1537,2
1538,3
1539,6
1540,5
1541,4
1542,4
1543,9
1544,4
1545,6
1546,5
1547,3
1548,0
1549,9
1550,4
1551,3
1552,2
1553,9
1554,2
1555,1
1556,2
1557,1
1558,8
1559,8
1560,6
1561,7
1562,7
1563,4
1564,3
1565,1
1566,0
1567,0
1568,6
1569,7
1570,7
1571,8
1572,9
1573,3
1574,9
1575,8
1576,0
1577,3
1578,3
1579,4
1580,5
1581,6
1582,4
1583,0
1584,1
1585,1
1586,9
1587,4
1588,6
1589,8
1590,2
1591,2
1592,9
1593,3
1594,0
1595,9
1596,8
1597,4
1598,1
1599,8
1600,2
1601,8
1602,7
1603,5
1604,0
1605,7
1606,3
1607,6
1608,4
1609,6
1610,9
1611,2
1612,1
1613,4
1614,8
1615,3
1616,6
1617,3
1618,7
1619,1
1620,3
1621,5
1622,8
1623,3
1624,8
1625,0
1626,2
1627,1
1628,1
1629,3
1630,4
1631,7
1632,4
1633,1
1634,9
1635,8
1636,4
1637,2
1638,5
1639,0
1640,7
1641,7
1642,8
1643,0
1644,3
1645,2
1646,3
1647,0
1648,2
1649,8
1650,6
1651,3
1652,0
1653,7
1654,2
1655,9
1656,0
1657,0
1658,4
1659,7
1660,4
1661,6
1662,4
1663,2
1664,6
1665,1
1666,0
1667,4
1668,3
1669,6
1670,3
1671,8
1672,2
1673,0
1674,3
1675,7
1676,3
1677,8
1678,3
1679,5
1680,3
1681,7
1682,6
1683,3
1684,5
1685,3
1686,5
1687,4
1688,2
1689,7
1690,0
1691,0
1692,7
1693,5
1694,5
1695,7
1696,8
1697,8
1698,5
1699,7
1700,2
1701,8
1702,4
1703,3
1704,4
1705,2
1706,8
1707,0
1708,2
1709,9
1710,9
1711,0
1712,1
1713,2
1714,3
1715,9
1716,7
1717,4
1718,2
1719,0
1720,9
1721,9
1722,4
1723,9
1724,6
1725,4
1726,7
1727,8
1728,0
1729,2
1730,8
1731,2
1732,1
1733,2
1734,6
1735,0
1736,6
1737,5
1738,7
1739,6
1740,7
1741,8
1742,9
1743,6
1744,3
1745,0
1746,5
1747,9
1748,7
1749,8
1750,0
1751,9
1752,1
1753,9
1754,6
1755,0
1756,5
1757,6
1758,8
1759,1
1760,8
1761,7
1762,2
1763,4
1764,1
1765,2
1766,0
1767,1
1768,9
1769,5
1770,7
1771,7
1772,5
1773,4
1774,1
1775,9
1776,0
1777,9
1778,8
1779,4
1780,1
1781,0
1782,8
1783,6
1784,4
1785,7
1786,7
1787,1
1788,4
1789,2
1790,2
1791,2
1792,7
1793,6
1794,7
1795,0
1796,2
1797,6
1798,4
1799,2
1800,5
1801,8
1802,7
1803,0
1804,3
1805,9
1806,3
1807,2
1808,8
1809,4
1810,9
1811,8
1812,2
1813,8
1814,3
1815,1
1816,9
1817,4
1818,2
1819,6
1820,8
1821,4
1822,7
1823,1
1824,6
1825,7
1826,6
1827,1
1828,5
1829,4
1830,0
1831,8
1832,8
1833,7
1834,7
1835,0
1836,0
1837,0
1838,8
1839,3
1840,6
1841,7
1842,2
1843,3
1844,1
1845,4
1846,2
1847,4
1848,9
1849,6
1850,7
1851,9
1852,7
1853,0
1854,3
1855,5
1856,7
1857,8
1858,1
1859,0
1860,2
1861,4
1862,7
1863,2
1864,1
1865,6
1866,4
1867,3
1868,5
1869,1
1870,1
1871,0
1872,5
1873,3
1874,6
1875,7
1876,1
1877,6
1878,8
1879,8
1880,1
1881,5
1882,9
1883,3
1884,4
1885,6
1886,6
1887,8
1888,6
1889,2
1890,6
1891,4
1892,4
1893,8
1894,3
1895,0
1896,7
1897,8
1898,6
1899,6
1900,4
1901,8
1902,3
1903,1
1904,6
1905,0
1906,9
1907,5
1908,7
1909,2
1910,2
1911,2
1912,8
1913,4
1914,9
1915,3
1916,8
1917,7
1918,6
1919,0
1920,2
1921,2
1922,0
1923,0
1924,6
1925,0
1926,5
1927,4
1928,3
1929,5
1930,1
1931,2
1932,8
1933,4
1934,1
1935,0
1936,1
1937,8
1938,2
1939,5
1940,2
1941,9
1942,9
1943,0
1944,4
1945,9
1946,7
1947,3
1948,6
1949,5
1950,3
1951,4
1952,5
1953,4
1954,8
1955,8
1956,7
1957,8
1958,7
1959,3
1960,1
1961,2
1962,8
1963,4
1964,9
1965,1
1966,8
1967,4
1968,7
1969,4
1970,0
1971,9
1972,9
1973,3
1974,2
1975,3
1976,8
1977,5
1978,9
1979,8
1980,6
1981,9
1982,1
1983,9
1984,1
1985,6
1986,5
1987,6
1988,0
1989,7
1990,1
1991,2
1992,8
1993,0
1994,3
1995,6
1996,3
1997,0
1998,5
1999,7
2000,2
2001,5
2002,3
2003,9
2004,2
2005,5
2006,0
2007,0
2008,3
2009,5
2010,5
2011,3
2012,6
2013,9
2014,2
2015,5
2016,6
2017,6
2018,7
2019,6
2020,6
2021,1
2022,8
2023,0
2024,2
2025,1
2026,3
2027,1
2028,6
2029,4
2030,9
2031,5
2032,2
2033,5
2034,5
2035,6
2036,2
2037,8
2038,9
2039,0
2040,8
2041,2
2042,7
2043,1
2044,0
2045,6
2046,5
2047,4
2048,1
2049,8
2050,7
2051,9
2052,3
2053,0
2054,3
2055,5
2056,5
2057,7
2058,6
2059,5
2060,6
2061,4
2062,2
2063,5
2064,4
2065,3
2066,5
2067,7
2068,3
2069,8
2070,7
2071,0
2072,7
2073,9
2074,1
2075,5
2076,4
2077,2
2078,0
2079,2
2080,1
2081,5
2082,3
2083,4
2084,3
2085,5
2086,3
2087,5
2088,7
2089,2
2090,0
2091,9
2092,1
2093,1
2094,6
2095,5
2096,3
2097,8
2098,2
2099,6
2100,1
2101,9
2102,1
2103,8
2104,3
2105,5
2106,0
2107,0
2108,7
2109,6
2110,9
2111,8
2112,4
2113,1
2114,4
2115,7
2116,6
2117,5
2118,4
2119,0
2120,3
2121,4
2122,1
2123,3
2124,7
2125,7
2126,2
2127,5
2128,9
2129,0
2130,2
2131,9
2132,2
2133,7
2134,3
2135,9
2136,4
2137,6
2138,1
2139,0
2140,5
2141,5
2142,0
2143,4
2144,8
2145,1
2146,1
2147,0
2148,9
2149,5
2150,0
2151,9
2152,5
2153,1
2154,7
2155,7
2156,3
2157,8
2158,1
2159,8
2160,8
2161,1
2162,9
2163,0
2164,8
2165,8
2166,9
2167,1
2168,4
2169,7
2170,8
2171,1
2172,7
2173,4
2174,0
2175,9
2176,2
2177,4
2178,3
2179,0
2180,9
2181,3
2182,2
2183,8
2184,7
2185,3
2186,8
2187,1
2188,9
2189,8
2190,0
2191,3
2192,5
2193,0
2194,8
2195,0
2196,5
2197,1
2198,3
2199,4
2200,5
2201,9
2202,1
2203,3
2204,2
2205,2
2206,4
2207,3
2208,5
2209,8
2210,6
2211,4
2212,0
2213,8
2214,3
2215,8
2216,1
2217,8
2218,5
2219,8
2220,7
2221,5
2222,8
2223,7
2224,4
2225,3
2226,7
2227,1
2228,4
2229,4
2230,4
2231,1
2232,2
2233,7
2234,1
2235,9
2236,7
2237,0
2238,0
2239,4
2240,9
2241,2
2242,1
2243,1
2244,7
2245,7
2246,4
2247,8
2248,1
2249,1
2250,0
2251,6
2252,4
2253,5
2254,1
2255,6
2256,1
2257,9
2258,5
2259,4
2260,5
2261,7
2262,1
2263,6
2264,2
2265,9
2266,3
2267,2
2268,1
2269,3
2270,0
2271,0
2272,3
2273,1
2274,8
2275,7
2276,3
2277,3
2278,1
2279,2
2280,0
2281,9
2282,5
2283,0
2284,0
2285,5
2286,8
2287,4
2288,9
2289,4
2290,0
2291,2
2292,3
2293,1
2294,7
2295,2
2296,1
2297,3
2298,2
2299,9
2300,3
2301,8
2302,0
2303,9
2304,1
2305,7
2306,7
2307,6
2308,1
2309,0
2310,4
2311,5
2312,1
2313,1
2314,8
2315,2
2316,0
2317,1
2318,9
2319,8
2320,0
2321,7
2322,2
2323,5
2324,5
2325,6
2326,6
2327,2
2328,5
2329,1
2330,5
2331,4
2332,0
2333,2
2334,7
2335,1
2336,8
2337,7
2338,7
2339,0
2340,8
2341,1
2342,0
2343,5
2344,7
2345,7
2346,2
2347,8
2348,9
2349,2
2350,0
2351,2
2352,5
2353,2
2354,9
2355,0
2356,6
2357,2
2358,5
2359,4
2360,3
2361,9
2362,0
2363,0
2364,3
2365,3
2366,8
2367,2
2368,8
2369,5
2370,2
2371,7
2372,7
2373,8
2374,3
2375,5
2376,1
2377,6
2378,2
2379,3
2380,8
2381,7
2382,8
2383,5
2384,1
2385,8
2386,1
2387,0
2388,3
2389,6
2390,1
2391,6
2392,1
2393,8
2394,5
2395,2
2396,7
2397,4
2398,0
2399,7
2400,2
2401,6
2402,1
2403,7
2404,7
2405,9
2406,4
2407,2
2408,2
2409,7
2410,4
2411,5
2412,8
2413,9
2414,9
2415,5
2416,8
2417,8
2418,1
2419,6
2420,0
2421,5
2422,8
2423,5
2424,2
2425,1
2426,8
2427,9
2428,2
2429,2
2430,8
2431,3
2432,5
2433,8
2434,3
2435,6
2436,3
2437,1
2438,6
2439,0
2440,0
2441,5
2442,2
2443,4
2444,2
2445,1
2446,7
2447,0
2448,5
2449,3
2450,8
2451,0
2452,1
2453,1
2454,1
2455,7
2456,5
2457,8
2458,2
2459,6
2460,9
2461,5
2462,8
2463,7
2464,2
2465,3
2466,9
2467,9
2468,6
2469,3
2470,1
2471,0
2472,7
2473,2
2474,3
2475,4
2476,7
2477,5
2478,2
2479,7
2480,8
2481,8
2482,4
2483,9
2484,3
2485,5
2486,7
2487,2
2488,2
2489,0
2490,8
2491,7
2492,8
2493,7
2494,0
2495,9
2496,8
2497,4
2498,1
2499,9
2500,5
2501,7
2502,2
2503,4
2504,3
2505,2
2506,3
2507,9
2508,0
2509,8
2510,2
2511,2
2512,2
2513,0
2514,4
2515,2
2516,7
2517,7
2518,5
2519,0
2520,4
2521,4
2522,4
2523,4
2524,0
2525,5
2526,4
2527,9
2528,6
2529,4
2530,5
2531,6
2532,2
2533,5
2534,0
2535,3
2536,5
2537,8
2538,0
2539,6
2540,4
2541,0
2542,8
2543,9
2544,4
2545,4
2546,3
2547,3
2548,7
2549,8
2550,4
2551,7
2552,8
2553,6
2554,0
2555,4
2556,6
2557,0
2558,3
2559,2
2560,3
2561,4
2562,2
2563,7
2564,1
2565,3
2566,2
2567,2
2568,7
2569,4
2570,7
2571,0
2572,1
2573,6
2574,3
2575,0
2576,2
2577,8
2578,9
2579,3
2580,5
2581,8
2582,4
2583,8
2584,7
2585,2
2586,0
2587,5
2588,2
2589,2
2590,2
2591,8
2592,2
2593,6
2594,4
2595,1
2596,1
2597,7
2598,0
2599,4
2600,7
2601,8
2602,8
2603,0
2604,7
2605,2
2606,9
2607,1
2608,3
2609,5
2610,5
2611,3
2612,3
2613,6
2614,1
2615,7
2616,5
2617,1
2618,2
2619,6
2620,4
2621,9
2622,9
2623,9
2624,6
2625,7
2626,5
2627,6
2628,2
2629,4
2630,3
2631,3
2632,2
2633,0
2634,0
2635,5
2636,6
2637,4
2638,6
2639,2
2640,1
2641,1
2642,2
2643,5
2644,7
2645,1
2646,8
2647,1
2648,0
2649,5
2650,3
2651,5
2652,9
2653,8
2654,8
2655,6
2656,4
2657,7
2658,1
2659,8
2660,7
2661,3
2662,1
2663,6
2664,6
2665,6
2666,9
2667,4
2668,7
2669,9
2670,3
2671,7
2672,2
2673,7
2674,5
2675,9
2676,7
2677,0
2678,7
2679,4
2680,3
2681,5
2682,3
2683,4
2684,8
2685,8
2686,7
2687,3
2688,5
2689,3
2690,3
2691,2
2692,9
2693,5
2694,9
2695,9
2696,0
2697,6
2698,5
2699,1
2700,6
2701,1
2702,3
2703,0
2704,5
2705,2
2706,0
2707,7
2708,8
2709,2
2710,0
2711,4
2712,0
2713,9
2714,5
2715,6
2716,3
2717,0
2718,0
2719,7
2720,8
2721,4
2722,7
2723,1
2724,2
2725,7
2726,7
2727,1
2728,7
2729,6
2730,8
2731,1
2732,6
2733,0
2734,5
2735,5
2736,5
2737,9
2738,7
2739,0
2740,3
2741,6
2742,2
2743,0
2744,5
2745,2
2746,5
2747,2
2748,7
2749,2
2750,9
2751,2
2752,9
2753,9
2754,4
2755,2
2756,1
2757,9
2758,7
2759,5
2760,1
2761,3
2762,4
2763,3
2764,3
2765,7
2766,1
2767,5
2768,6
2769,4
2770,7
2771,5
2772,6
2773,5
2774,4
2775,7
2776,1
2777,4
2778,4
2779,3
2780,3
2781,7
2782,7
2783,6
2784,9
2785,0
2786,1
2787,1
2788,3
2789,9
2790,6
2791,0
2792,2
2793,5
2794,8
2795,9
2796,8
2797,4
2798,9
2799,6
2800,6
2801,4
2802,6
2803,5
2804,7
2805,3
2806,9
2807,5
2808,2
2809,5
2810,8
2811,9
2812,1
2813,8
2814,2
2815,9
2816,2
2817,2
2818,9
2819,1
2820,4
2821,2
2822,3
2823,6
2824,5
2825,7
2826,2
2827,1
2828,0
2829,8
2830,1
2831,0
2832,6
2833,8
2834,5
2835,4
2836,0
2837,8
2838,3
2839,7
2840,2
2841,4
2842,7
2843,4
2844,5
2845,6
2846,5
2847,2
2848,7
2849,8
2850,1
2851,2
2852,0
2853,1
2854,3
2855,8
2856,1
2857,4
2858,9
2859,1
2860,1
2861,2
2862,9
2863,5
2864,1
2865,0
2866,6
2867,7
2868,4
2869,8
2870,6
2871,9
2872,6
2873,1
2874,3
2875,9
2876,7
2877,9
2878,8
2879,0
2880,4
2881,3
2882,4
2883,9
2884,5
2885,8
2886,4
2887,2
2888,9
2889,3
2890,7
2891,3
2892,6
2893,4
2894,7
2895,4
2896,7
2897,0
2898,7
2899,8
2900,0
2901,4
2902,8
2903,9
2904,3
2905,6
2906,8
2907,4
2908,0
2909,8
2910,3
2911,1
2912,1
2913,8
2914,0
2915,6
2916,4
2917,4
2918,7
2919,3
2920,3
2921,7
2922,7
2923,7
2924,4
2925,8
2926,4
2927,2
2928,3
2929,0
2930,1
2931,9
2932,7
2933,8
2934,0
2935,7
2936,6
2937,1
2938,2
2939,6
2940,3
2941,5
2942,8
2943,0
2944,6
2945,2
2946,1
2947,8
2948,3
2949,4
2950,2
2951,0
2952,5
2953,0
2954,0
2955,9
2956,2
2957,7
2958,6
2959,5
2960,6
2961,8
2962,3
2963,9
2964,6
2965,5
2966,0
2967,1
2968,8
2969,5
2970,3
2971,4
2972,0
2973,8
2974,6
2975,0
2976,7
2977,1
2978,1
2979,4
2980,6
2981,5
2982,9
2983,6
2984,9
2985,2
2986,8
2987,8
2988,9
2989,1
2990,8
2991,4
2992,9
2993,0
2994,8
2995,3
2996,7
2997,1
